Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Réunion,Heat - Consumption by other,2000,Terajoules,93.1,
Réunion,Heat - Consumption by households,2016,Terajoules,949.9,
Réunion,Heat - Consumption by households,2015,Terajoules,849.7,
Réunion,Heat - Consumption by households,2014,Terajoules,815.4,
Réunion,Heat - Consumption by households,2013,Terajoules,786.1,
Réunion,Heat - Consumption by households,2012,Terajoules,749.3,
Réunion,Heat - Consumption by households,2011,Terajoules,715.9,
Réunion,Heat - Consumption by households,2010,Terajoules,664.1,
Réunion,Heat - Consumption by households,2009,Terajoules,609.1,
Réunion,Heat - Consumption by households,2008,Terajoules,558.4,
Réunion,Heat - Consumption by households,2007,Terajoules,490.7,
Réunion,Heat - Consumption by households,2006,Terajoules,427.2,
Réunion,Heat - Consumption by households,2005,Terajoules,359.6,
Réunion,Heat - Consumption by households,2004,Terajoules,287.6,
Réunion,Heat - Consumption by households,2003,Terajoules,220,
Réunion,Heat - Consumption by households,2002,Terajoules,169.2,
Réunion,Heat - Consumption by households,2001,Terajoules,126.9,
Réunion,Heat - Consumption by households,2000,Terajoules,93.1,
Réunion,Heat production - Main activity total,2016,Terajoules,3064.3,
Réunion,Heat production - Main activity total,2015,Terajoules,2934.2,
Réunion,Heat production - Main activity total,2014,Terajoules,2830.9,
Réunion,Heat production - Main activity total,2013,Terajoules,2780.7,
Réunion,Heat production - Main activity total,2012,Terajoules,2772.3,
Réunion,Heat production - Main activity total,2011,Terajoules,2436.7,
Réunion,Heat production - Main activity total,2010,Terajoules,2694.7,
Réunion,Heat production - Main activity total,2009,Terajoules,2338.2,
Réunion,Heat production - Main activity total,2008,Terajoules,2212.2,
Réunion,Heat production - Main activity total,2007,Terajoules,2023.1,
Réunion,Heat production - Main activity total,2006,Terajoules,427.2,
Réunion,Heat production - Main activity total,2005,Terajoules,359.6,
Réunion,Heat production - Main activity total,2004,Terajoules,287.6,
Réunion,Heat production - Main activity total,2003,Terajoules,220,
Réunion,Heat production - Main activity total,2002,Terajoules,169.2,
Réunion,Heat production - Main activity total,2001,Terajoules,126.9,
Réunion,Heat production - Main activity total,2000,Terajoules,93.1,
Réunion,Heat - Gross demand,2016,Terajoules,3064.3,
Réunion,Heat - Gross demand,2015,Terajoules,2934.2,
Réunion,Heat - Gross demand,2014,Terajoules,2830.9,
Réunion,Heat - Gross demand,2013,Terajoules,2780.7,
Réunion,Heat - Gross demand,2012,Terajoules,2772.3,
Réunion,Heat - Gross demand,2011,Terajoules,2436.7,
Réunion,Heat - Gross demand,2010,Terajoules,2694.7,
Réunion,Heat - Gross demand,2009,Terajoules,2338.2,
Réunion,Heat - Gross demand,2008,Terajoules,2212.2,
Réunion,Heat - Gross demand,2007,Terajoules,2023.1,
Réunion,Heat - Gross demand,2006,Terajoules,427.2,
Réunion,Heat - Gross demand,2005,Terajoules,359.6,
Réunion,Heat - Gross demand,2004,Terajoules,287.6,
Réunion,Heat - Gross demand,2003,Terajoules,220,
Réunion,Heat - Gross demand,2002,Terajoules,169.2,
Réunion,Heat - Gross demand,2001,Terajoules,126.9,
Réunion,Heat - Gross demand,2000,Terajoules,93.1,
Romania,Heat - Gross production,2019,Terajoules,61446.055,
Romania,Heat - Gross production,2018,Terajoules,71470.258,
Romania,Heat - Gross production,2017,Terajoules,74590.139,
Romania,Heat - Gross production,2016,Terajoules,76761,
Romania,Heat - Gross production,2015,Terajoules,76617,
Romania,Heat - Gross production,2014,Terajoules,77973,
Romania,Heat - Gross production,2013,Terajoules,84812,
Romania,Heat - Gross production,2012,Terajoules,89342,
Romania,Heat - Gross production,2011,Terajoules,98860,
Romania,Heat - Gross production,2010,Terajoules,99106,
Romania,Heat - Gross production,2009,Terajoules,96664,
Romania,Heat - Gross production,2008,Terajoules,100694,
Romania,Heat - Gross production,2007,Terajoules,110365,
Romania,Heat - Gross production,2006,Terajoules,123436,
Romania,Heat - Gross production,2005,Terajoules,127674,
Romania,Heat - Gross production,2004,Terajoules,135442,
Romania,Heat - Gross production,2003,Terajoules,150836,
Romania,Heat - Gross production,2002,Terajoules,156463,
Romania,Heat - Gross production,2001,Terajoules,191805,
Romania,Heat - Gross production,2000,Terajoules,190781,
Romania,Heat - Gross production,1999,Terajoules,215588,
Romania,Heat - Gross production,1998,Terajoules,267463,
Romania,Heat - Gross production,1997,Terajoules,284612,
Romania,Heat - Gross production,1996,Terajoules,296264,
Romania,Heat - Gross production,1995,Terajoules,286999,
Romania,Heat - Gross production,1994,Terajoules,279432,
Romania,Heat - Gross production,1993,Terajoules,509537,
Romania,Heat - Gross production,1992,Terajoules,501336,
Romania,Heat - Gross production,1991,Terajoules,202056,
Romania,Heat - Gross production,1990,Terajoules,258112,
Romania,From combustible fuels – Main activity,2019,Terajoules,56998.4,
Romania,From combustible fuels – Main activity,2018,Terajoules,67399.127,
Romania,From combustible fuels – Main activity,2017,Terajoules,69915.008,
Romania,From combustible fuels – Main activity,2016,Terajoules,69468,
Romania,From combustible fuels – Main activity,2015,Terajoules,69928,
Romania,From combustible fuels – Main activity,2014,Terajoules,71534,
Romania,From combustible fuels – Main activity,2013,Terajoules,76588,
Romania,From combustible fuels – Main activity,2012,Terajoules,80408,
Romania,From combustible fuels – Main activity,2011,Terajoules,88412,
Romania,From combustible fuels – Main activity,2010,Terajoules,89295,
Romania,From combustible fuels – Main activity,2009,Terajoules,86643,
Romania,From combustible fuels – Main activity,2008,Terajoules,88519,
Romania,From combustible fuels – Main activity,2007,Terajoules,98193,
Romania,From combustible fuels – Main activity,2006,Terajoules,111067,
Romania,From combustible fuels – Main activity,2005,Terajoules,115970,
Romania,From combustible fuels – Main activity,2004,Terajoules,118108,
Romania,From combustible fuels – Main activity,2003,Terajoules,128741,
Romania,From combustible fuels – Main activity,2002,Terajoules,131279,
Romania,From combustible fuels – Main activity,2001,Terajoules,163252,
Romania,From combustible fuels – Main activity,2000,Terajoules,158152,
Romania,From combustible fuels – Main activity,1999,Terajoules,176551,
Romania,From combustible fuels – Main activity,1998,Terajoules,222150,
Romania,From combustible fuels – Main activity,1997,Terajoules,249734,
Romania,From combustible fuels – Main activity,1996,Terajoules,245772,
Romania,From combustible fuels – Main activity,1995,Terajoules,225505,
Romania,From combustible fuels – Main activity,1994,Terajoules,200363,
Romania,From combustible fuels – Main activity,1993,Terajoules,226025,
Romania,From combustible fuels – Main activity,1992,Terajoules,215939,
Romania,From combustible fuels – Main activity,1991,Terajoules,201895,
Romania,From combustible fuels – Main activity,1990,Terajoules,236420,
Romania,From combustible fuels – Main activity – CHP plants,2019,Terajoules,43721.128,
Romania,From combustible fuels – Main activity – CHP plants,2018,Terajoules,50760.16,
Romania,From combustible fuels – Main activity – CHP plants,2017,Terajoules,56513.066,
Romania,From combustible fuels – Main activity – CHP plants,2016,Terajoules,60736,
Romania,From combustible fuels – Main activity – CHP plants,2015,Terajoules,61114,
Romania,From combustible fuels – Main activity – CHP plants,2014,Terajoules,62167,
Romania,From combustible fuels – Main activity – CHP plants,2013,Terajoules,66232,
Romania,From combustible fuels – Main activity – CHP plants,2012,Terajoules,69967,
Romania,From combustible fuels – Main activity – CHP plants,2011,Terajoules,77129,
Romania,From combustible fuels – Main activity – CHP plants,2010,Terajoules,75300,
Romania,From combustible fuels – Main activity – CHP plants,2009,Terajoules,72172,
Romania,From combustible fuels – Main activity – CHP plants,2008,Terajoules,74626,
Romania,From combustible fuels – Main activity – CHP plants,2007,Terajoules,85708,
Romania,From combustible fuels – Main activity – CHP plants,2006,Terajoules,95736,
Romania,From combustible fuels – Main activity – CHP plants,2005,Terajoules,94463,
Romania,From combustible fuels – Main activity – CHP plants,2004,Terajoules,94980,
Romania,From combustible fuels – Main activity – CHP plants,2003,Terajoules,106610,
Romania,From combustible fuels – Main activity – CHP plants,2002,Terajoules,106235,
Romania,From combustible fuels – Main activity – CHP plants,2001,Terajoules,132707,
Romania,From combustible fuels – Main activity – CHP plants,2000,Terajoules,122667,
Romania,From combustible fuels – Main activity – CHP plants,1999,Terajoules,134748,
Romania,From combustible fuels – Main activity – CHP plants,1998,Terajoules,164881,
Romania,From combustible fuels – Main activity – CHP plants,1997,Terajoules,192941,
Romania,From combustible fuels – Main activity – CHP plants,1996,Terajoules,198527,
Romania,From combustible fuels – Main activity – CHP plants,1995,Terajoules,203622,
Romania,From combustible fuels – Main activity – CHP plants,1994,Terajoules,189216,
Romania,From combustible fuels – Main activity – CHP plants,1993,Terajoules,212359,
Romania,From combustible fuels – Main activity – CHP plants,1992,Terajoules,201015,
Romania,From combustible fuels – Main activity – CHP plants,1991,Terajoules,187661,
Romania,From combustible fuels – Main activity – CHP plants,1990,Terajoules,236420,
Romania,From combustible fuels – Main activity – Heat plants,2019,Terajoules,13277.272,
Romania,From combustible fuels – Main activity – Heat plants,2018,Terajoules,16638.967,
Romania,From combustible fuels – Main activity – Heat plants,2017,Terajoules,13401.942,
Romania,From combustible fuels – Main activity – Heat plants,2016,Terajoules,8732,
Romania,From combustible fuels – Main activity – Heat plants,2015,Terajoules,8814,
Romania,From combustible fuels – Main activity – Heat plants,2014,Terajoules,9367,
Romania,From combustible fuels – Main activity – Heat plants,2013,Terajoules,10356,
Romania,From combustible fuels – Main activity – Heat plants,2012,Terajoules,10441,
Romania,From combustible fuels – Main activity – Heat plants,2011,Terajoules,11283,
Romania,From combustible fuels – Main activity – Heat plants,2010,Terajoules,13995,
Romania,From combustible fuels – Main activity – Heat plants,2009,Terajoules,14471,
Romania,From combustible fuels – Main activity – Heat plants,2008,Terajoules,13893,
Romania,From combustible fuels – Main activity – Heat plants,2007,Terajoules,12485,
Romania,From combustible fuels – Main activity – Heat plants,2006,Terajoules,15331,
Romania,From combustible fuels – Main activity – Heat plants,2005,Terajoules,21507,
Romania,From combustible fuels – Main activity – Heat plants,2004,Terajoules,23128,
Romania,From combustible fuels – Main activity – Heat plants,2003,Terajoules,22131,
Romania,From combustible fuels – Main activity – Heat plants,2002,Terajoules,25044,
Romania,From combustible fuels – Main activity – Heat plants,2001,Terajoules,30545,
Romania,From combustible fuels – Main activity – Heat plants,2000,Terajoules,35485,
Romania,From combustible fuels – Main activity – Heat plants,1999,Terajoules,41803,
Romania,From combustible fuels – Main activity – Heat plants,1998,Terajoules,57269,
Romania,From combustible fuels – Main activity – Heat plants,1997,Terajoules,56793,
Romania,From combustible fuels – Main activity – Heat plants,1996,Terajoules,47245,
Romania,From combustible fuels – Main activity – Heat plants,1995,Terajoules,21883,
Romania,From combustible fuels – Main activity – Heat plants,1994,Terajoules,11147,
Romania,From combustible fuels – Main activity – Heat plants,1993,Terajoules,13666,
Romania,From combustible fuels – Main activity – Heat plants,1992,Terajoules,14924,
Romania,From combustible fuels – Main activity – Heat plants,1991,Terajoules,14234,
Romania,From combustible fuels – Main activity – Heat plants,1990,Terajoules,0,
Romania,Geothermal – Main activity,2019,Terajoules,243.027,
Romania,Geothermal – Main activity,2018,Terajoules,245.522,
Romania,Geothermal – Main activity,2017,Terajoules,261.708,
Romania,Geothermal – Main activity,2016,Terajoules,256,
Romania,Geothermal – Main activity,2015,Terajoules,251,
Romania,Geothermal – Main activity,2014,Terajoules,217,
