Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Czechia,From other sources – Main activity – CHP plants,2005,Terajoules,292,
Czechia,From other sources – Main activity – Heat plants,2019,Terajoules,136.385,
Czechia,From other sources – Main activity – Heat plants,2018,Terajoules,135.516,
Czechia,From other sources – Main activity – Heat plants,2017,Terajoules,156.636,
Czechia,From other sources – Main activity – Heat plants,2016,Terajoules,145,
Czechia,From other sources – Main activity – Heat plants,2015,Terajoules,151,
Czechia,From other sources – Main activity – Heat plants,2014,Terajoules,99,
Czechia,From other sources – Main activity – Heat plants,2013,Terajoules,119,
Czechia,From other sources – Main activity – Heat plants,2012,Terajoules,93,
Czechia,From other sources – Main activity – Heat plants,2011,Terajoules,73,
Czechia,From other sources – Main activity – Heat plants,2010,Terajoules,58,
Czechia,From combustible fuels – Autoproducer,2019,Terajoules,16088.969,
Czechia,From combustible fuels – Autoproducer,2018,Terajoules,16676.029,
Czechia,From combustible fuels – Autoproducer,2017,Terajoules,16138.234,
Czechia,From combustible fuels – Autoproducer,2016,Terajoules,18873,
Czechia,From combustible fuels – Autoproducer,2015,Terajoules,16335,
Czechia,From combustible fuels – Autoproducer,2014,Terajoules,16052,
Czechia,From combustible fuels – Autoproducer,2013,Terajoules,16704,
Czechia,From combustible fuels – Autoproducer,2012,Terajoules,16271,
Czechia,From combustible fuels – Autoproducer,2011,Terajoules,16363,
Czechia,From combustible fuels – Autoproducer,2010,Terajoules,18591,
Czechia,From combustible fuels – Autoproducer,2009,Terajoules,16276,
Czechia,From combustible fuels – Autoproducer,2008,Terajoules,17654,
Czechia,From combustible fuels – Autoproducer,2007,Terajoules,18404,
Czechia,From combustible fuels – Autoproducer,2006,Terajoules,19723,
Czechia,From combustible fuels – Autoproducer,2005,Terajoules,23544,
Czechia,From combustible fuels – Autoproducer,2004,Terajoules,21025,
Czechia,From combustible fuels – Autoproducer,2003,Terajoules,21540,
Czechia,From combustible fuels – Autoproducer,2002,Terajoules,25830,
Czechia,From combustible fuels – Autoproducer,2001,Terajoules,26016,
Czechia,From combustible fuels – Autoproducer,2000,Terajoules,25801,
Czechia,From combustible fuels – Autoproducer,1999,Terajoules,32175,
Czechia,From combustible fuels – Autoproducer,1998,Terajoules,26307,
Czechia,From combustible fuels – Autoproducer,1997,Terajoules,31992,
Czechia,From combustible fuels – Autoproducer,1996,Terajoules,30290,
Czechia,From combustible fuels – Autoproducer,1995,Terajoules,29603,
Czechia,From combustible fuels – Autoproducer,1994,Terajoules,32984,
Czechia,From combustible fuels – Autoproducer,1993,Terajoules,46175,
Czechia,From combustible fuels – Autoproducer,1992,Terajoules,46155,
Czechia,From combustible fuels – Autoproducer – CHP plants,2019,Terajoules,7540.416,
Czechia,From combustible fuels – Autoproducer – CHP plants,2018,Terajoules,7772.737,
Czechia,From combustible fuels – Autoproducer – CHP plants,2017,Terajoules,7908.116,
Czechia,From combustible fuels – Autoproducer – CHP plants,2016,Terajoules,10619,
Czechia,From combustible fuels – Autoproducer – CHP plants,2015,Terajoules,9595,
Czechia,From combustible fuels – Autoproducer – CHP plants,2014,Terajoules,9370,
Czechia,From combustible fuels – Autoproducer – CHP plants,2013,Terajoules,9394,
Czechia,From combustible fuels – Autoproducer – CHP plants,2012,Terajoules,9455,
Czechia,From combustible fuels – Autoproducer – CHP plants,2011,Terajoules,9208,
Czechia,From combustible fuels – Autoproducer – CHP plants,2010,Terajoules,11542,
Czechia,From combustible fuels – Autoproducer – CHP plants,2009,Terajoules,11625,
Czechia,From combustible fuels – Autoproducer – CHP plants,2008,Terajoules,12925,
Czechia,From combustible fuels – Autoproducer – CHP plants,2007,Terajoules,13856,
Czechia,From combustible fuels – Autoproducer – CHP plants,2006,Terajoules,14152,
Czechia,From combustible fuels – Autoproducer – CHP plants,2005,Terajoules,15970,
Czechia,From combustible fuels – Autoproducer – CHP plants,2004,Terajoules,12507,
Czechia,From combustible fuels – Autoproducer – CHP plants,2003,Terajoules,12630,
Czechia,From combustible fuels – Autoproducer – CHP plants,2002,Terajoules,16020,
Czechia,From combustible fuels – Autoproducer – CHP plants,2001,Terajoules,16179,
Czechia,From combustible fuels – Autoproducer – CHP plants,2000,Terajoules,15596,
Czechia,From combustible fuels – Autoproducer – CHP plants,1999,Terajoules,21767,
Czechia,From combustible fuels – Autoproducer – CHP plants,1998,Terajoules,17701,
Czechia,From combustible fuels – Autoproducer – CHP plants,1997,Terajoules,24893,
Czechia,From combustible fuels – Autoproducer – CHP plants,1996,Terajoules,21895,
Czechia,From combustible fuels – Autoproducer – CHP plants,1995,Terajoules,20279,
Czechia,From combustible fuels – Autoproducer – CHP plants,1994,Terajoules,23194,
Czechia,From combustible fuels – Autoproducer – CHP plants,1993,Terajoules,32875,
Czechia,From combustible fuels – Autoproducer – CHP plants,1992,Terajoules,31784,
Czechia,From combustible fuels – Autoproducer – Heat plants,2019,Terajoules,8548.553,
Czechia,From combustible fuels – Autoproducer – Heat plants,2018,Terajoules,8903.292,
Czechia,From combustible fuels – Autoproducer – Heat plants,2017,Terajoules,8230.118,
Czechia,From combustible fuels – Autoproducer – Heat plants,2016,Terajoules,8254,
Czechia,From combustible fuels – Autoproducer – Heat plants,2015,Terajoules,6740,
Czechia,From combustible fuels – Autoproducer – Heat plants,2014,Terajoules,6682,
Czechia,From combustible fuels – Autoproducer – Heat plants,2013,Terajoules,7310,
Czechia,From combustible fuels – Autoproducer – Heat plants,2012,Terajoules,6816,
Czechia,From combustible fuels – Autoproducer – Heat plants,2011,Terajoules,7155,
Czechia,From combustible fuels – Autoproducer – Heat plants,2010,Terajoules,7049,
Czechia,From combustible fuels – Autoproducer – Heat plants,2009,Terajoules,4651,
Czechia,From combustible fuels – Autoproducer – Heat plants,2008,Terajoules,4729,
Czechia,From combustible fuels – Autoproducer – Heat plants,2007,Terajoules,4548,
Czechia,From combustible fuels – Autoproducer – Heat plants,2006,Terajoules,5571,
Czechia,From combustible fuels – Autoproducer – Heat plants,2005,Terajoules,7574,
Czechia,From combustible fuels – Autoproducer – Heat plants,2004,Terajoules,8518,
Czechia,From combustible fuels – Autoproducer – Heat plants,2003,Terajoules,8910,
Czechia,From combustible fuels – Autoproducer – Heat plants,2002,Terajoules,9810,
Czechia,From combustible fuels – Autoproducer – Heat plants,2001,Terajoules,9837,
Czechia,From combustible fuels – Autoproducer – Heat plants,2000,Terajoules,10205,
Czechia,From combustible fuels – Autoproducer – Heat plants,1999,Terajoules,10408,
Czechia,From combustible fuels – Autoproducer – Heat plants,1998,Terajoules,8606,
Czechia,From combustible fuels – Autoproducer – Heat plants,1997,Terajoules,7099,
Czechia,From combustible fuels – Autoproducer – Heat plants,1996,Terajoules,8395,
Czechia,From combustible fuels – Autoproducer – Heat plants,1995,Terajoules,9324,
Czechia,From combustible fuels – Autoproducer – Heat plants,1994,Terajoules,9790,
Czechia,From combustible fuels – Autoproducer – Heat plants,1993,Terajoules,13300,
Czechia,From combustible fuels – Autoproducer – Heat plants,1992,Terajoules,14371,
Czechia,From chemical sources – Autoproducer,2019,Terajoules,668.768,
Czechia,From chemical sources – Autoproducer,2018,Terajoules,706,
Czechia,From chemical sources – Autoproducer,2017,Terajoules,321.639,
Czechia,From chemical sources – Autoproducer,2016,Terajoules,325,
Czechia,From chemical sources – Autoproducer,2015,Terajoules,163,
Czechia,From chemical sources – Autoproducer,2014,Terajoules,221,
Czechia,From chemical sources – Autoproducer,2013,Terajoules,204,
Czechia,From chemical sources – Autoproducer,2012,Terajoules,134,
Czechia,From chemical sources – Autoproducer,2011,Terajoules,124,
Czechia,From chemical sources – Autoproducer,2010,Terajoules,89,
Czechia,From chemical sources – Autoproducer,2009,Terajoules,939,
Czechia,From chemical sources – Autoproducer,2008,Terajoules,908,
Czechia,From chemical sources – Autoproducer,2007,Terajoules,559,
Czechia,From chemical sources – Autoproducer,2006,Terajoules,494,
Czechia,From chemical sources – Autoproducer,2005,Terajoules,20,
Czechia,From chemical sources – Autoproducer,2004,Terajoules,5,
Czechia,From chemical sources – Autoproducer – CHP plants,2019,Terajoules,438.24,
Czechia,From chemical sources – Autoproducer – CHP plants,2018,Terajoules,383.698,
Czechia,From chemical sources – Autoproducer – CHP plants,2017,Terajoules,171,
Czechia,From chemical sources – Autoproducer – CHP plants,2016,Terajoules,152,
Czechia,From chemical sources – Autoproducer – CHP plants,2015,Terajoules,0,
Czechia,From chemical sources – Autoproducer – CHP plants,2014,Terajoules,5,
Czechia,From chemical sources – Autoproducer – CHP plants,2013,Terajoules,0,
Czechia,From chemical sources – Autoproducer – CHP plants,2012,Terajoules,0,
Czechia,From chemical sources – Autoproducer – CHP plants,2011,Terajoules,0,
Czechia,From chemical sources – Autoproducer – CHP plants,2010,Terajoules,0,
Czechia,From chemical sources – Autoproducer – CHP plants,2009,Terajoules,939,
Czechia,From chemical sources – Autoproducer – CHP plants,2008,Terajoules,903,
Czechia,From chemical sources – Autoproducer – CHP plants,2007,Terajoules,540,
Czechia,From chemical sources – Autoproducer – CHP plants,2006,Terajoules,474,
Czechia,From chemical sources – Autoproducer – Heat plants,2019,Terajoules,230.528,
Czechia,From chemical sources – Autoproducer – Heat plants,2018,Terajoules,322.302,
Czechia,From chemical sources – Autoproducer – Heat plants,2017,Terajoules,150.639,
Czechia,From chemical sources – Autoproducer – Heat plants,2016,Terajoules,173,
Czechia,From chemical sources – Autoproducer – Heat plants,2015,Terajoules,163,
Czechia,From chemical sources – Autoproducer – Heat plants,2014,Terajoules,216,
Czechia,From chemical sources – Autoproducer – Heat plants,2013,Terajoules,204,
Czechia,From chemical sources – Autoproducer – Heat plants,2012,Terajoules,134,
Czechia,From chemical sources – Autoproducer – Heat plants,2011,Terajoules,124,
Czechia,From chemical sources – Autoproducer – Heat plants,2010,Terajoules,89,
Czechia,From chemical sources – Autoproducer – Heat plants,2008,Terajoules,5,
Czechia,From chemical sources – Autoproducer – Heat plants,2007,Terajoules,19,
Czechia,From chemical sources – Autoproducer – Heat plants,2006,Terajoules,20,
Czechia,From chemical sources – Autoproducer – Heat plants,2005,Terajoules,20,
Czechia,From chemical sources – Autoproducer – Heat plants,2004,Terajoules,5,
Czechia,From other sources – Autoproducer,2019,Terajoules,602.846,
Czechia,From other sources – Autoproducer,2018,Terajoules,707.629,
Czechia,From other sources – Autoproducer,2017,Terajoules,640.366,
Czechia,From other sources – Autoproducer,2016,Terajoules,1094,
Czechia,From other sources – Autoproducer,2015,Terajoules,1280,
Czechia,From other sources – Autoproducer,2014,Terajoules,1219,
Czechia,From other sources – Autoproducer,2013,Terajoules,1112,
Czechia,From other sources – Autoproducer,2012,Terajoules,1184,
Czechia,From other sources – Autoproducer,2011,Terajoules,1079,
Czechia,From other sources – Autoproducer,2010,Terajoules,1115,
Czechia,From other sources – Autoproducer – CHP plants,2019,Terajoules,56.487,
Czechia,From other sources – Autoproducer – CHP plants,2018,Terajoules,149.167,
Czechia,From other sources – Autoproducer – CHP plants,2017,Terajoules,125.451,
Czechia,From other sources – Autoproducer – CHP plants,2016,Terajoules,120,
Czechia,From other sources – Autoproducer – CHP plants,2015,Terajoules,90,
Czechia,From other sources – Autoproducer – CHP plants,2014,Terajoules,53,
Czechia,From other sources – Autoproducer – CHP plants,2013,Terajoules,20,
Czechia,From other sources – Autoproducer – Heat plants,2019,Terajoules,546.359,
Czechia,From other sources – Autoproducer – Heat plants,2018,Terajoules,558.462,
Czechia,From other sources – Autoproducer – Heat plants,2017,Terajoules,514.915,
Czechia,From other sources – Autoproducer – Heat plants,2016,Terajoules,974,
Czechia,From other sources – Autoproducer – Heat plants,2015,Terajoules,1190,
Czechia,From other sources – Autoproducer – Heat plants,2014,Terajoules,1166,
Czechia,From other sources – Autoproducer – Heat plants,2013,Terajoules,1092,
Czechia,From other sources – Autoproducer – Heat plants,2012,Terajoules,1184,
Czechia,From other sources – Autoproducer – Heat plants,2011,Terajoules,1079,
Czechia,From other sources – Autoproducer – Heat plants,2010,Terajoules,1115,
Czechia,Heat - Net production,2020,Terajoules,110713.407,
Czechia,Heat - Net production,2019,Terajoules,97330.291,
Czechia,Heat - Net production,2018,Terajoules,98209.488,
Czechia,Heat - Net production,2017,Terajoules,102393.343,
Czechia,Heat - Net production,2016,Terajoules,104985,
Czechia,Heat - Net production,2015,Terajoules,99064,
Czechia,Heat - Net production,2014,Terajoules,97067,
Czechia,Heat - Net production,2013,Terajoules,110987,
Czechia,Heat - Net production,2012,Terajoules,110477,
Czechia,Heat - Net production,2011,Terajoules,108775,
Czechia,Heat - Net production,2010,Terajoules,120491,
Czechia,Heat - Net production,2009,Terajoules,121540,
Czechia,Heat - Net production,2008,Terajoules,129732,
Czechia,Heat - Net production,2007,Terajoules,128876,
Czechia,Heat - Net production,2006,Terajoules,131300,
Czechia,Heat - Net production,2005,Terajoules,139236,
Czechia,Heat - Net production,2004,Terajoules,144402,
Czechia,Heat - Net production,2003,Terajoules,147281,
Czechia,Heat - Net production,2002,Terajoules,142437,
Czechia,Heat - Net production,2001,Terajoules,149239,
Czechia,Heat - Net production,2000,Terajoules,139216,
Czechia,Heat - Net production,1999,Terajoules,147301,
Czechia,Heat - Net production,1998,Terajoules,158048,
Czechia,Heat - Net production,1997,Terajoules,180370,
Czechia,Heat - Net production,1996,Terajoules,191084,
Czechia,Heat - Net production,1995,Terajoules,175941,
Czechia,Heat - Net production,1994,Terajoules,161364,
Czechia,Heat - Net production,1993,Terajoules,167306,
Czechia,Heat - Net production,1992,Terajoules,163758,
Czechia,Heat - Imports,2020,Terajoules,47.351,
Czechia,Heat - Imports,2019,Terajoules,46.427,
Czechia,Heat - Imports,2018,Terajoules,51.639,
Czechia,Heat - Imports,2017,Terajoules,52.503,
Czechia,Heat - Imports,2016,Terajoules,33,
Czechia,Heat - Imports,2015,Terajoules,29,
Czechia,Heat - Imports,2014,Terajoules,27,
Czechia,Heat - Imports,2013,Terajoules,32,
Czechia,Heat - Imports,2012,Terajoules,17,
Czechia,Heat - Imports,2011,Terajoules,17,
Czechia,Heat - Imports,2010,Terajoules,19,
Czechia,Heat - Imports,2009,Terajoules,9,
Czechia,Heat - Exports,2020,Terajoules,68.744,
Czechia,Heat - Exports,2019,Terajoules,74.085,
Czechia,Heat - Exports,2018,Terajoules,75.976,
Czechia,Heat - Exports,2017,Terajoules,83.77,
Czechia,Heat - Exports,2016,Terajoules,83,
Czechia,Heat - Exports,2015,Terajoules,80,
Czechia,Heat - Exports,2014,Terajoules,74,
Czechia,Heat - Exports,2013,Terajoules,85,
Czechia,Heat - Exports,2012,Terajoules,88,
Czechia,Heat - Exports,2011,Terajoules,95,
Czechia,Heat - Exports,2010,Terajoules,108,
Czechia,Heat - Exports,2009,Terajoules,99,
Czechia,Heat - Exports,2008,Terajoules,111,
Czechia,Heat - Exports,2007,Terajoules,116,
Czechia,Heat - Exports,2006,Terajoules,125,
Czechia,Heat - Exports,2005,Terajoules,129,
Czechia,Heat - Exports,2004,Terajoules,138,
Czechia,Heat - Exports,2003,Terajoules,139,
Czechia,Heat - Exports,2002,Terajoules,143,
Czechia,Heat - Exports,2001,Terajoules,153,
Czechia,Heat - Exports,2000,Terajoules,139,
Czechia,Heat - Exports,1999,Terajoules,150,
Czechia,Heat - Used for electricity production,2019,Terajoules,394.688,
Czechia,Heat - Used for electricity production,2018,Terajoules,354,
Czechia,Heat - Used for electricity production,2017,Terajoules,171,
Czechia,Heat - Used for electricity production,2016,Terajoules,152,
Czechia,Heat - Used for electricity production,2015,Terajoules,362,
Czechia,Heat - Used for electricity production,2014,Terajoules,495,
Czechia,Heat - Used for electricity production,2013,Terajoules,432,
Czechia,Heat - Used for electricity production,2012,Terajoules,433,
Czechia,Heat - Used for electricity production,2011,Terajoules,422,
Czechia,Heat - Used for electricity production,2010,Terajoules,315,
Czechia,Heat - Used for electricity production,2009,Terajoules,26,
Czechia,Heat - Used for electricity production,2008,Terajoules,34,
Czechia,Heat - Used for electricity production,2007,Terajoules,87,
Czechia,Heat - Used for electricity production,2006,Terajoules,194,
Czechia,Heat - Used for electricity production,2005,Terajoules,225,
Czechia,Heat - Used for electricity production,2004,Terajoules,5,
Czechia,Heat - Energy industries own use,2019,Terajoules,2476.97,
Czechia,Heat - Energy industries own use,2018,Terajoules,2525.917,
Czechia,Heat - Energy industries own use,2017,Terajoules,2651.914,
Czechia,Heat - Energy industries own use,2016,Terajoules,4782,
Czechia,Heat - Energy industries own use,2015,Terajoules,4868,
Czechia,Heat - Energy industries own use,2014,Terajoules,5069,
Czechia,Heat - Energy industries own use,2013,Terajoules,6258,
Czechia,Heat - Energy industries own use,2012,Terajoules,5993,
Czechia,Heat - Energy industries own use,2011,Terajoules,6225,
Czechia,Heat - Energy industries own use,2010,Terajoules,6972,
Czechia,Heat - Energy industries own use,2009,Terajoules,13915,
Czechia,Heat - Energy industries own use,2008,Terajoules,13784,
Czechia,Heat - Energy industries own use,2007,Terajoules,12045,
Czechia,Heat - Energy industries own use,2006,Terajoules,12218,
Czechia,Heat - Energy industries own use,2005,Terajoules,11316,
Czechia,Heat - Energy industries own use,2004,Terajoules,12217,
Czechia,Heat - Energy industries own use,2003,Terajoules,15433,
Czechia,Heat - Energy industries own use,2002,Terajoules,15218,
Czechia,Heat - Energy industries own use,2001,Terajoules,14905,
Czechia,Heat - Energy industries own use,2000,Terajoules,17671,
Czechia,Heat - Energy industries own use,1999,Terajoules,15292,
Czechia,Heat - Energy industries own use,1998,Terajoules,16352,
Czechia,Heat - Energy industries own use,1997,Terajoules,17226,
Czechia,Heat - Energy industries own use,1996,Terajoules,17439,
Czechia,Heat - Energy industries own use,1995,Terajoules,15559,
Czechia,Heat - Energy industries own use,1994,Terajoules,18762,
Czechia,Heat - Energy industries own use,1993,Terajoules,20711,
Czechia,Heat - Energy industries own use,1992,Terajoules,23474,
Czechia,Heat - Own use by coal mines,2019,Terajoules,656.636,
Czechia,Heat - Own use by coal mines,2018,Terajoules,684.515,
Czechia,Heat - Own use by coal mines,2017,Terajoules,759.579,
Czechia,Heat - Own use by coal mines,2016,Terajoules,919,
Czechia,Heat - Own use by coal mines,2015,Terajoules,814,
Czechia,Heat - Own use by coal mines,2014,Terajoules,805,
Czechia,Heat - Own use by coal mines,2013,Terajoules,1168,
Czechia,Heat - Own use by coal mines,2012,Terajoules,1232,
Czechia,Heat - Own use by coal mines,2011,Terajoules,1259,
Czechia,Heat - Own use by coal mines,2010,Terajoules,1486,
Czechia,Heat - Own use by coal mines,2009,Terajoules,4806,
Czechia,Heat - Own use by coal mines,2008,Terajoules,5056,
Czechia,Heat - Own use by coal mines,2007,Terajoules,5509,
Czechia,Heat - Own use by coal mines,2006,Terajoules,5324,
Czechia,Heat - Own use by coal mines,2005,Terajoules,4096,
Czechia,Heat - Own use by coal mines,2004,Terajoules,4945,
Czechia,Heat - Own use by coal mines,2003,Terajoules,4816,
Czechia,Heat - Own use by coal mines,2002,Terajoules,5595,
Czechia,Heat - Own use by coal mines,2001,Terajoules,5156,
Czechia,Heat - Own use by coal mines,2000,Terajoules,4680,
Czechia,Heat - Own use by coal mines,1999,Terajoules,4286,
Czechia,Heat - Own use by coal mines,1998,Terajoules,3278,
Czechia,Heat - Own use by coal mines,1997,Terajoules,2811,
Czechia,Heat - Own use by coal mines,1996,Terajoules,2595,
Czechia,Heat - Own use by coal mines,1995,Terajoules,2624,
Czechia,Heat - Own use by coal mines,1994,Terajoules,2638,
Czechia,Heat - Own use by coal mines,1993,Terajoules,3107,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2015,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2014,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2013,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2012,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2011,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2010,Terajoules,0,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2009,Terajoules,15,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2008,Terajoules,32,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2007,Terajoules,443,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2006,Terajoules,434,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2005,Terajoules,591,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2004,Terajoules,687,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2003,Terajoules,669,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2002,Terajoules,521,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2001,Terajoules,562,
Czechia,Heat - Own use by nuclear fuel extraction and processing,2000,Terajoules,629,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1999,Terajoules,559,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1998,Terajoules,669,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1997,Terajoules,966,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1996,Terajoules,1085,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1995,Terajoules,919,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1994,Terajoules,1216,
Czechia,Heat - Own use by nuclear fuel extraction and processing,1993,Terajoules,1243,
Czechia,Heat - Own use by coke ovens,2019,Terajoules,1401.257,
Czechia,Heat - Own use by coke ovens,2018,Terajoules,1461.433,
Czechia,Heat - Own use by coke ovens,2017,Terajoules,1536.7,
Czechia,Heat - Own use by coke ovens,2016,Terajoules,1454,
Czechia,Heat - Own use by coke ovens,2015,Terajoules,1448,
Czechia,Heat - Own use by coke ovens,2014,Terajoules,1532,
Czechia,Heat - Own use by coke ovens,2013,Terajoules,1610,
Czechia,Heat - Own use by coke ovens,2012,Terajoules,1593,
Czechia,Heat - Own use by coke ovens,2011,Terajoules,1626,
Czechia,Heat - Own use by coke ovens,2010,Terajoules,2097,
Czechia,Heat - Own use by coke ovens,2009,Terajoules,2136,
Czechia,Heat - Own use by coke ovens,2008,Terajoules,2381,
Czechia,Heat - Own use by coke ovens,2007,Terajoules,2348,
Czechia,Heat - Own use by coke ovens,2006,Terajoules,2380,
Czechia,Heat - Own use by coke ovens,2005,Terajoules,2299,
Czechia,Heat - Own use by coke ovens,2004,Terajoules,2326,
Czechia,Heat - Own use by coke ovens,2003,Terajoules,2485,
Czechia,Heat - Own use by coke ovens,2002,Terajoules,2489,
Czechia,Heat - Own use by coke ovens,2001,Terajoules,2539,
Czechia,Heat - Own use by coke ovens,2000,Terajoules,2536,
Czechia,Heat - Own use by coke ovens,1999,Terajoules,2713,
Czechia,Heat - Own use by coke ovens,1998,Terajoules,3074,
Czechia,Heat - Own use by coke ovens,1997,Terajoules,3753,
Czechia,Heat - Own use by coke ovens,1996,Terajoules,4301,
Czechia,Heat - Own use by coke ovens,1995,Terajoules,4038,
Czechia,Heat - Own use by coke ovens,1994,Terajoules,3954,
Czechia,Heat - Own use by coke ovens,1993,Terajoules,4556,
Czechia,Heat - Own use by gas works,2015,Terajoules,0,
Czechia,Heat - Own use by gas works,2014,Terajoules,0,
Czechia,Heat - Own use by gas works,2013,Terajoules,0,
Czechia,Heat - Own use by gas works,2012,Terajoules,0,
Czechia,Heat - Own use by gas works,2011,Terajoules,0,
Czechia,Heat - Own use by gas works,2010,Terajoules,0,
Czechia,Heat - Own use by gas works,2003,Terajoules,3166,
Czechia,Heat - Own use by gas works,2002,Terajoules,2293,
Czechia,Heat - Own use by gas works,2001,Terajoules,2359,
Czechia,Heat - Own use by gas works,2000,Terajoules,2443,
Czechia,Heat - Own use by gas works,1999,Terajoules,2314,
Czechia,Heat - Own use by gas works,1998,Terajoules,2669,
Czechia,Heat - Own use by gas works,1997,Terajoules,2489,
Czechia,Heat - Own use by gas works,1996,Terajoules,2570,
Czechia,Heat - Own use by gas works,1995,Terajoules,1815,
Czechia,Heat - Own use by gas works,1994,Terajoules,4733,
Czechia,Heat - Own use by gas works,1993,Terajoules,4618,
Czechia,Heat - Own use by briquetting plants,2015,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2014,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2013,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2012,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2011,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2010,Terajoules,0,
Czechia,Heat - Own use by briquetting plants,2009,Terajoules,498,
Czechia,Heat - Own use by briquetting plants,2008,Terajoules,426,
Czechia,Heat - Own use by briquetting plants,2007,Terajoules,549,
Czechia,Heat - Own use by briquetting plants,2006,Terajoules,818,
Czechia,Heat - Own use by briquetting plants,2005,Terajoules,734,
Czechia,Heat - Own use by briquetting plants,2004,Terajoules,666,
Czechia,Heat - Own use by briquetting plants,2003,Terajoules,710,
Czechia,Heat - Own use by briquetting plants,2002,Terajoules,723,
Czechia,Heat - Own use by briquetting plants,2001,Terajoules,739,
Czechia,Heat - Own use by briquetting plants,2000,Terajoules,661,
Czechia,Heat - Own use by briquetting plants,1999,Terajoules,757,
Czechia,Heat - Own use by briquetting plants,1998,Terajoules,772,
Czechia,Heat - Own use by briquetting plants,1997,Terajoules,1158,
Czechia,Heat - Own use by briquetting plants,1996,Terajoules,1563,
Czechia,Heat - Own use by briquetting plants,1995,Terajoules,1355,
Czechia,Heat - Own use by briquetting plants,1994,Terajoules,1225,
Czechia,Heat - Own use by briquetting plants,1993,Terajoules,1450,
Czechia,Heat - Own use by oil refineries,2019,Terajoules,419.077,
Czechia,Heat - Own use by oil refineries,2018,Terajoules,379.969,
Czechia,Heat - Own use by oil refineries,2017,Terajoules,355.635,
Czechia,Heat - Own use by oil refineries,2016,Terajoules,2409,
Czechia,Heat - Own use by oil refineries,2015,Terajoules,2606,
Czechia,Heat - Own use by oil refineries,2014,Terajoules,2732,
Czechia,Heat - Own use by oil refineries,2013,Terajoules,3480,
Czechia,Heat - Own use by oil refineries,2012,Terajoules,3168,
Czechia,Heat - Own use by oil refineries,2011,Terajoules,3340,
Czechia,Heat - Own use by oil refineries,2010,Terajoules,3389,
Czechia,Heat - Own use by oil refineries,2009,Terajoules,6458,
Czechia,Heat - Own use by oil refineries,2008,Terajoules,5887,
Czechia,Heat - Own use by oil refineries,2007,Terajoules,3194,
Czechia,Heat - Own use by oil refineries,2006,Terajoules,3260,
Czechia,Heat - Own use by oil refineries,2005,Terajoules,3594,
Czechia,Heat - Own use by oil refineries,2004,Terajoules,3591,
Czechia,Heat - Own use by oil refineries,2003,Terajoules,3585,
Czechia,Heat - Own use by oil refineries,2002,Terajoules,3595,
Czechia,Heat - Own use by oil refineries,2001,Terajoules,3548,
Czechia,Heat - Own use by oil refineries,2000,Terajoules,6722,
Czechia,Heat - Own use by oil refineries,1999,Terajoules,4661,
Czechia,Heat - Own use by oil refineries,1998,Terajoules,5888,
Czechia,Heat - Own use by oil refineries,1997,Terajoules,6037,
Czechia,Heat - Own use by oil refineries,1996,Terajoules,5146,
Czechia,Heat - Own use by oil refineries,1995,Terajoules,4690,
Czechia,Heat - Own use by oil refineries,1994,Terajoules,4873,
Czechia,Heat - Own use by oil refineries,1993,Terajoules,5592,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2020,Terajoules,-110588.407,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2019,Terajoules,19060.051,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2018,Terajoules,20022.768,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2017,Terajoules,20558.953,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2016,Terajoules,22601,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2015,Terajoules,22243,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2014,Terajoules,22680,
